Serial,DeploymentId,Name,DBA,InvHub-Invoices,InvHub-Statements,EP-Unknown,EP-Unknown-PAID,EP-SO,EP-SO-PAID,EP-PartsDeposit,EP-PartsDeposit-PAID,EP-SalesDeposit,EP-SalesDeposit-PAID,EP-Invoice,EP-Invoice-PAID,EP-SODeposit,EP-SODeposit-PAID,EP-ApptDeposit,EP-ApptDeposit-PAID,EP-ARExpressPay,EP-ARExpressPay-PAID,EP-ARStatement,EP-ARStatement-PAID,Usage-AddWork,Usage-AddWorkTech,Usage-ArchiveCount,Usage-AttachmentCount,Usage-AutoBilling,Usage-BarcodeLabel,Usage-BinLabel,Usage-CustomerCare,Usage-DataTablesTotalSize,Usage-DealActivity,Usage-DueBill,Usage-eSignature,Usage-InspectionReportLayout,Usage-MakeReady,Usage-MaxUsers,Usage-OnlineApproval,Usage-PartRequest,Usage-PickTicketLabel,Usage-PurchaseOrder,Usage-ServiceEstimates,Usage-ServiceInspections,Usage-ServiceOrders,Usage-ServiceOrders-Closed,Usage-ServiceOrders-CustPay,Usage-ServieOrders-WithMedia,Usage-SOPLabel,Usage-TiresInStorage,Usage-TireStorageLabel,Usage-VSL,Usage-WPEvent
3027,42B247C3-C22A-4169-937A-85C4161F4A24,MURRAY MOTORS WINKLER LIMITED PARTNERSHIP,SOUTHLAND HONDA,192,41,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,4182,148,0,1,0,0,8,0,0,,,0,18,0,0,2,0,0,,399,358,255,0,1,49,1,1,2204
3028,6EAF8896-D6B0-4B82-971F-C9A955CC342D,FORMO MOTORS LTD.,,769,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,25,4060,660,0,1,0,0,8,0,0,,0,71,22,0,55,1,0,0,0,440,356,267,0,1,28,2,0,2570
3029,B53E78FC-80DB-45EC-B209-20613951F88C,WILF'S ELIE FORD SALES LTD.,WILF'S ELIE FORD SALES LTD.,690,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1,5683,1462,0,1,1,0,0,0,0,,0,0,20,0,0,1,0,28,0,548,344,350,52,2,171,1,0,1691
3030,4338D47F-3D03-4612-A74D-4483243D3168,DAUPHIN FORD LTD.,,226,34,0,0,0,0,0,0,3,3,0,0,5,5,0,0,3,3,0,0,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,
3031,082f9f20-7a4f-40a1-a662-93dd70e2712c,CANADAWIDE VEHICLE FINANCE LTD,RIDE TIME,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,18,2867,830,0,0,0,0,8,0,8,,,0,22,0,1021,1,0,48,,325,245,176,0,1,0,0,0,5296
3032,B4BE9246-7AA3-4FD3-8636-7340B6B02E18,JANZEN HOLDING,,415,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217,795,0,0,0,0,8,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3100,36BAFC3B-E3D9-4B71-8C6F-D02D998D2043,ST-JEROME AUTO DEPOT INC.,,128,22,0,0,13,7,0,0,78,46,2,2,0,0,0,0,0,0,0,0,836,0,26577,6373,0,8,0,4,0,0,0,,0,0,30,0,684,1,414,3,0,1254,865,428,0,0,709,4,0,344
3101,5C4DE268-30E0-454F-998E-8E277CDD8400,ARNOLD CHEVROLET BUICK GMC CADILLAC INC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,17,0,1,0,0,8,0,0,,0,0,15,0,0,1,0,0,0,0,0,0,0,1,3,1,1,6
3102,A6A87768-3522-4352-9F42-3B049A68BEC5,NICOL AUTO INC.,,470,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,274,8053,2023,0,2,0,0,8,0,0,,0,277,53,0,808,1,25,13,0,1334,1159,514,0,10,534,3,0,3553
3103,681705CD-B996-40D0-BF84-9E2D27A80CDD,AUTO ZOOM,,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,319,107,0,0,0,1,8,0,0,,0,0,7,0,0,1,8,0,0,56,37,21,0,0,13,1,1,3254
3104,37B32317-0C93-474B-B7D4-4DD48D570085,ST-ONGE FORD INC.,,1291,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,5310,512,0,1,0,0,8,0,48,,0,14,24,0,0,1,2,41,0,513,471,269,0,1,211,3,1,1898
3105,37B32317-0C93-474B-B7D4-4DD48D570085,ST-ONGE FORD LA TUQUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5310,512,0,0,0,0,8,0,0,,0,4,11,0,0,1,0,0,0,282,247,169,0,1,157,3,0,467
3106,2DD6711E-5155-488E-B390-1B779DDB49B7,9116-9912 QUEBEC INC.,KIA SHAWINIGAN,184,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2040,212,0,1,0,0,8,0,0,,0,155,18,0,0,1,0,0,0,460,394,337,0,1,379,3,1,846
3107,37B32317-0C93-474B-B7D4-4DD48D570085,ST-ONGE FORD INC.,TROUVETONAUTOCAMION LA TUQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5310,512,0,0,0,0,8,0,0,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
3108,55FE2B09-A056-453A-983C-8229CFDCBCBE,GRANBY CHEVROLET CADILLAC BUICK GMC INC.,,366,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,13,4842,177,0,1,0,0,8,0,0,,0,0,34,0,19,1,0,0,0,1062,691,490,0,1,0,0,1,153
3109,E8FBEDF3-8FD2-4CC4-806B-097EF4DFCF6C,ELEGANCE ACURA,,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,1363,18,0,0,0,0,8,0,67,,0,0,22,0,0,1,0,1,0,320,247,151,0,0,0,0,0,16
3111,4e0b324a-ee24-453d-9004-c408ce40a2f4,OSTIGUY FORD INC.,,184,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,181,6479,353,0,1,0,0,0,0,0,,0,0,22,0,0,1,42,26,0,783,655,532,0,1,390,2,0,2431
3112,37B32317-0C93-474B-B7D4-4DD48D570085,ST-ONGE FORD INC. ,TROUVE TON AUTO-CAMION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5310,512,0,0,0,0,8,1,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,44
3113,fbbece5c-f5de-4ef7-be98-3d0cdfcb0931,2625-2106 QC INC.,SUBARU STE-AGATHE,179,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,306,0,7983,252,0,1,0,1,8,0,231,,,0,21,0,0,2,0,7,,875,793,611,0,1,300,1,0,607
3114,9952bb5e-2c9e-4e59-a465-d252bffda7cf,GABRIEL OUEST-DE-L'ILE S. E. C. ,JAGUAR LAND ROVER GABRIEL WEST ISLAND,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,293,4385,312,0,2,0,0,0,0,0,,0,1,32,0,702,1,0,20,0,428,299,257,0,0,0,0,1,941
3115,d79bf736-bc79-484b-b62e-bf2dba9e0be0,2865-5827 QUEBEC INC.,VOLVO DE QUEBEC,242,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,58,8670,1332,0,1,0,4,912,0,0,,0,0,39,0,209,1,2,31,0,879,712,659,129,1,1077,0,0,1445
3116,9207cce1-889a-4f76-b6af-9cdd90e8ddee,12489643 CANADA INC.,CAMIONS COMMERCIAUX JOHN SCOTTI,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,8,0,0,,,0,4,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3117,3dab0401-4965-46f3-a57d-3df9bf6e9373,12818370 CANADA INC.,VOLVO CARS SAINT-LEONARD,426,69,0,0,123,30,2,0,63,35,8,5,0,0,0,0,0,0,0,0,233,5,16618,1751,0,1,2,0,4296,0,218,,,0,32,0,548,1,721,1,,771,645,412,13,1,918,1,1,1252
3118,3dab0401-4965-46f3-a57d-3df9bf6e9373,12818396 CANADA INC.,SCOTTI ALFA ROMEO,39,16,0,0,3,1,2,2,9,4,0,0,0,0,0,0,0,0,0,0,113,16,16618,1751,0,1,1,0,4296,0,69,,,0,12,0,0,1,161,15,,200,166,133,4,1,281,1,1,80
3120,d8489416-4a8c-42c6-87eb-6355d5c95e69,9115-5168 QUEBEC INC.,SHERBROOKE MITSUBISHI,47,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,2451,181,0,1,0,0,0,0,320,,0,1,15,0,0,1,0,23,0,320,311,245,0,1,0,0,0,351
3121,13408ba3-1953-4f9e-85e9-89da236a2832,PRECISION AUTO INC.,PRECISION ACURA,124,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,62,2101,51,0,0,0,0,0,0,177,,0,14,12,0,0,1,0,0,0,269,217,179,0,1,0,0,1,579
3122,c01ef554-90a7-4ca3-a0c3-a65d294ca309,MAGOG FORD (2000) INC.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,
3123,cc2d5364-d016-4c78-83b3-5f1bd419e43b,9076-7567 QUEBEC INC.,CARREFOUR 40-640 TOYOTA,306,46,0,0,14,6,16,10,0,0,0,0,0,0,5,2,0,0,0,0,1485,714,15584,263,0,1,0,1,8,0,578,,0,0,50,0,97,1,181,4,0,1530,1300,1094,11,1,2411,25,1,387
3124,f759ce3e-e7b0-4693-9346-8824a3e1b393,9230-1316 QUEBEC INC.,CARREFOUR 40-640 VOLKSWAGEN,272,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,10498,100,0,1,0,0,8,0,0,,0,0,32,0,159,1,96,0,0,1002,719,592,0,1,564,15,0,585
3125,88b743d8-8750-4424-a812-41b91d8a518a,AUTO METIVIER INC.,LEVIS TOYOTA,464,150,0,0,216,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,660,18548,1325,0,1,0,3,0,0,749,,0,0,61,0,1761,1,6,69,0,1760,1566,1185,0,2,1834,2,1,7466
3127,a380f8ae-72c0-491a-a0fd-0e5773d45546,FUTUROTO INC.,ST-RAYMOND TOYOTA,425,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,12089,404,0,1,0,0,8,0,183,,,0,37,0,77,1,0,5,,1039,945,858,0,1,614,2,0,2264
3128,a380f8ae-72c0-491a-a0fd-0e5773d45546,DOCTEUR DU PARE-BRISE,,207,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12089,404,0,0,0,0,8,0,0,,,0,0,0,0,0,0,0,,381,358,358,0,0,76,0,0,71
3129,a380f8ae-72c0-491a-a0fd-0e5773d45546,PRO-EXPERTS MAITRE CARROSSERIE,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089,404,0,0,0,0,8,0,0,,,0,0,0,0,1,0,0,,4,3,3,0,0,76,0,0,0
3130,ad28f00f-8d62-42c3-91da-2aed09cea4fe,172050 CANADA LTEE,GROSSISTE D'AUTO SVETNA LTEE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3006,0,0,0,0,8,0,0,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,daced49c-1962-4143-a1af-a1581a399258,9230 4039 QUEBEC INC.,COUPAL & BRASSARD NISSAN SAINT-JEAN-SUR-RICHELIEU,296,33,0,0,151,27,0,0,0,0,0,0,2,1,2,1,0,0,0,0,877,744,18855,1246,0,1,0,0,0,0,378,,0,3,26,0,771,1,125,1,0,664,638,496,12,1,785,2,1,3751
3132,daced49c-1962-4143-a1af-a1581a399258,9222 7149 QUEBEC INC.,COUPAL & BRASSARD NISSAN CHAMBLY,399,23,0,0,297,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2146,1885,18855,1246,0,1,0,0,0,1,240,,0,30,18,152,1711,1,171,3,0,842,779,668,0,1,870,3,1,7385
3133,daced49c-1962-4143-a1af-a1581a399258,9186 7275 QUEBEC INC.,COUPAL & BRASSARD MITSUBISHI,102,32,0,0,76,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,173,18855,1246,0,1,0,0,0,0,162,,0,2,15,0,0,1,0,1,0,420,398,305,0,1,80,0,0,323
3134,daced49c-1962-4143-a1af-a1581a399258,CARROSSERIE CERTIFIE NISSAN & MITSUBISHI INC.,,104,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,18855,1246,0,0,0,0,0,0,0,,0,1,1,0,0,1,0,0,0,51,28,48,0,0,80,0,0,8
3135,daced49c-1962-4143-a1af-a1581a399258,IMMEUBLE F&A BRASSARD INC.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18855,1246,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,79
3136,26488601-75ad-453d-a976-ee659420cb24,11773500 CANADA INC.,VAUDREUIL DODGE JEEP RAM FIAT,183,66,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,196,4,3400,349,0,1,0,0,8,0,0,,0,25,22,0,8,1,0,18,0,401,92,263,0,1,76,1,1,2960
3137,2e6d2464-ee0f-4466-9388-260632b428c5,4488601 CANADA INC.,BOULEVARD TOYOTA,409,78,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537,1197,34085,1251,0,1,0,1,0,0,0,,0,0,86,0,1870,1,141,5,0,3102,2874,2193,13,1,1983,8,1,1141
3138,d02987f9-7ad3-4421-9d9d-6f1f9d1a518b,7606621 CANADA INC.,BOULEVARD LEXUS,227,84,0,0,13,10,40,34,0,0,0,0,0,0,0,0,0,0,0,0,1023,726,13396,291,0,1,0,1,0,0,745,,0,97,34,0,1309,1,75,5,0,1146,1046,891,1,2,928,6,1,304
3139,a380f8ae-72c0-491a-a0fd-0e5773d45546,2170-8722 QUEBEC INC.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089,404,0,0,0,0,8,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,76,0,0,88
3140,a105d668-ed67-4cb4-883b-0302d369cef7,JDA AUTOMOBILES INC.,ANGERS TOYOTA,302,59,0,0,2,0,0,0,33,20,0,0,0,0,0,0,0,0,0,0,549,8,8312,344,0,1,0,0,8,0,94,,,57,38,0,1077,1,88,19,,953,848,746,9,2,1007,4,0,1084
3141,af803b9c-58a8-417e-8a73-59bf78d007d2,9215-8419 QUEBEC INC.,IMPACT FORD,242,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,68,7284,262,0,1,0,1,0,0,412,,,196,29,0,503,1,0,0,,580,521,261,0,1,149,3,1,266
3144,7cfde93c-06f6-4386-bb3d-9e0bc07d9001,CLAUDE AUTO (1984) INC.,TOYOTA MONT-LAURIER ,135,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,8,4844,142,0,1,0,0,8,0,0,,0,0,28,0,0,1,0,88,0,577,551,399,11,7,289,3,1,568
3145,ed2b848a-d6fd-4f6f-abfa-2516c1f5267c,VILLENEUVE VOLVO INC.,,169,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2798,146,0,1,0,0,8,2,47,,,0,12,0,0,1,0,0,,229,203,187,0,1,0,0,1,271
3146,ed2b848a-d6fd-4f6f-abfa-2516c1f5267c,11796445 CANADA INC.,VILLENEUVE AUTO RIMOUSKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,2798,146,0,0,0,0,8,0,0,,,0,0,0,0,0,0,0,,143,139,135,0,0,0,0,0,34
3147,27b939dc-b7d0-44ef-8787-f1d743192b29,1857-2123 QUEBEC INC.,TOYOTA STE-AGATHE,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,189,12375,176,0,1,0,2,0,0,103,,,0,21,0,193,1,10,137,,804,764,687,4,1,680,7,1,160
3148,27b939dc-b7d0-44ef-8787-f1d743192b29,9165-7924 QUEBEC INC.,TOYOTA LACHUTE,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,3,12375,176,0,3,1,2,0,0,27,,,20,19,0,287,1,0,0,,436,402,351,0,2,136,0,0,149
3149,c0ebe0d4-4def-457e-b9aa-ca46ab74b3e5,RENAUTHEQUE AUTOSPORT INC.,SUBARU ST-HYACINTHE ,186,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,502,7101,169,0,2,0,0,18568,0,0,,0,94,26,0,977,5,186,5,0,791,688,399,12,5,30,2,0,79
3150,5420ee64-e137-4dec-a156-6210f012f3b9,AUTOMOBILES VIEILLES FORGES LTEE,SUBARU TROIS-RIVIERES,112,30,0,0,20,10,0,0,49,42,0,0,0,0,0,0,2,1,0,0,1451,1197,7177,631,0,5,0,3,20320,0,756,,,208,37,14,5046,10,0,44,,859,724,531,14,1,170,6,1,13243
3151,f1211257-3fa0-4c15-81bb-48fa576e402d,9152 - 7192 QUEBEC INC.,HONDA DE NEW RICHMOND,70,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,99,3143,67,0,1,0,0,8,0,0,,0,0,14,0,0,1,0,0,0,375,325,218,1,1,0,1,0,418
3152,f1211257-3fa0-4c15-81bb-48fa576e402d,ROULOTTES BAIE-DES-CHALEURS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3143,67,0,2,5,0,8,0,0,,0,0,3,0,0,1,0,0,0,36,17,2,0,1,0,0,1,1
3153,3ac8bf01-1346-4de4-9919-6f692a282615,9054-1582 QUEBEC INC.,SUBARU OUTAOUAIS,590,19,0,0,330,93,0,0,304,209,1,1,0,0,3,1,0,0,0,0,1587,1215,11741,603,0,1,0,0,0,0,711,,,68,37,427,2347,1,123,40,,1158,1075,754,35,1,509,1,0,12875
3154,ca65f23d-d0da-43ee-9433-da10a88b7fcb,LES AUTO FLASH EURO 2 INC.,AUTOFLASH,17,0,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,521,347,3403,48,0,0,0,0,0,0,96,,,0,19,0,1,1,522,0,,509,444,81,0,0,0,9,1,595
3155,26488601-75ad-453d-a976-ee659420cb24,Immobilier ECCD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,349,0,0,0,0,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3156,9d28e52f-b979-43a3-a375-24dc836c17c9,BERNIER & CREPEAU (1988) LTEE,,398,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,411,5760,179,0,1,0,0,14840,0,0,,0,0,27,0,493,1,236,20,0,501,397,262,6,2,275,3,0,536
3157,3ad7535a-2dc3-4863-bdfa-3cd3ad6eb2c6,O'Regan's Rentals Limited,,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18299,1195,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,68
3158,3ad7535a-2dc3-4863-bdfa-3cd3ad6eb2c6,O'Regan Properties Limited,,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18299,1195,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,68
3159,49914270-cdf1-42f1-918c-e2e33e4acf43,LEVEILLE FORD INC.,,903,115,0,0,52,33,0,0,108,75,34,14,4,2,1,0,0,0,0,0,2627,808,16963,3304,0,1,0,3,65760,0,540,,0,339,72,0,6873,1,618,77,0,1617,1423,835,112,3,2,2,1,4066
3160,B947F6AE-469A-47AC-B6E3-1B60C14834E5,ReCar Halifax 716784 NB LTD ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19063,924,0,0,0,2,1648,0,0,,,0,5,0,0,0,0,0,,0,0,0,0,0,177,0,0,0
3161,abfa9b94-c5f6-4e0b-8b70-44efba6e8aa4,WONDER AUTO LOWER SACKVILLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,123,34597,1251,0,0,0,2,0,0,0,,,0,3,0,634,1,0,1,,235,222,221,0,0,0,0,0,1082
3162,d198ba52-818c-44d2-b50c-3e86ac73208d,CLARENVILLE FORD SALES LIMITED,MARYSTOWN FORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6593,345,0,2,0,0,16384,1,0,,0,0,10,0,128,1,0,2,0,175,107,77,27,2,0,1,0,164
3163,d198ba52-818c-44d2-b50c-3e86ac73208d,CLARENVILLE FORD SALES LIMITED,,159,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,34,6593,345,0,1,1,0,16384,0,0,,0,0,32,0,343,1,140,0,0,518,390,173,1,1,2,2,1,1520
3165,a85f9d92-2465-4adb-a948-98f56f122416,LES VÉHICULES JEAN GAGNÉ INC,HAWKESBURY KIA,59,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,2,10323,864,0,0,0,0,26912,0,0,,0,8,15,0,52,0,0,0,0,477,428,342,0,1,164,0,0,457
3166,a85f9d92-2465-4adb-a948-98f56f122416,LES AUTOS JEAN GAGNÉ LTÉE,HONDA LACHUTE,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,10323,864,0,0,0,0,26912,0,64,,0,8,13,0,167,0,0,1,0,315,295,247,0,1,269,0,1,30
3167,30a5f951-8e96-4e72-8e72-0697233587b5,AUTO SÉNATEUR,VIMONT TOYOTA,595,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506,1837,24850,1002,0,1,1,1,205904,0,2394,,,131,75,0,1847,1,1099,0,,2717,2474,1722,3,4,1,0,1,6499
3168,96A5223C-FCA0-4A5F-AE63-5DE7CE81AF7A,Dynamic Properties,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3169,450ffd6e-1368-461b-a888-a46c0eeff7be,AUTOMOBILES NORD SUD INC.,NORD SUD HONDA,194,11,0,0,129,14,0,0,60,53,0,0,0,0,0,0,0,0,0,0,760,423,8998,169,0,1,0,0,29720,0,440,,,144,29,0,125,2,0,0,,953,917,614,13,4,36,1,1,2809
3170,869d7ac1-d547-4796-b0b6-56d4b99fc8e3,GRANBY CHRYSLER INC.,,247,74,0,0,2,1,0,0,48,27,0,0,0,0,0,0,0,0,0,0,292,6,8564,1209,0,1,0,0,17200,0,270,,,77,26,0,13,1,0,0,,506,369,279,30,1,3,0,1,2263
3171,869d7ac1-d547-4796-b0b6-56d4b99fc8e3,BESSETTE AUTOMOBILES INC.,,286,24,0,0,13,6,0,0,6,5,0,0,1,1,0,0,5,1,0,0,104,0,8564,1209,0,1,0,0,17200,0,118,,,36,32,0,22,1,0,0,,529,397,338,1,1,120,1,0,1350
3172,96A5223C-FCA0-4A5F-AE63-5DE7CE81AF7A,Steele Auto Real Estate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3173,505299af-3cf7-4057-aef1-3c40233e893c,EXCELLENCE DODGE CHRYSLER INC.,,211,0,0,0,32,11,0,0,30,13,2,1,0,0,0,0,0,0,0,0,598,342,5857,477,0,2,0,0,4688,0,0,,0,65,29,0,666,1,0,2,0,513,346,285,0,2,0,1,1,371
3174,3dab0401-4965-46f3-a57d-3df9bf6e9373,SAINT-LEONARD MITSUBISHI ,,265,79,0,0,13,4,0,0,20,10,0,0,2,0,0,0,0,0,0,0,238,36,16618,1751,0,0,0,0,4296,0,0,,,0,27,0,17,1,524,1,,634,505,360,33,1,161,2,1,308
3175,87e25150-63ee-4400-b48f-f71a9a60ef87,STUART LEASING LIMITED,STUART KIA,118,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,3625,71,0,0,0,0,7456,0,0,,0,31,15,0,0,0,0,0,0,444,424,342,0,0,0,0,0,589
3178,abfa9b94-c5f6-4e0b-8b70-44efba6e8aa4,Wonder Auto & Tire,Wonder Auto & Tire (WS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,96,34597,1251,0,0,0,2,0,0,0,,,0,6,0,301,1,0,6,,173,161,163,0,0,0,0,0,548
3179,ecb52aa8-34ef-43aa-be4e-7d7311054ac0,657358 NB INC.,MIRAMICHI HONDA,98,22,0,0,4,2,0,0,7,4,0,0,0,0,0,0,0,0,0,0,162,73,3833,148,0,1,0,0,14752,0,69,,0,66,21,0,7,1,89,74,0,499,458,314,0,2,127,8,0,1905
3180,630fff0e-69ed-4874-9a09-4c26e95453d6,4555536 NOVA SCOTIA LIMITED,CENTURY MAZDA,409,0,0,0,240,69,0,0,18,10,2,2,0,0,0,0,0,0,0,0,708,466,9280,259,0,1,0,2,3936,0,10,,0,1,33,137,791,1,113,0,0,851,803,578,58,2,320,1,0,4117
3181,e2302260-b601-400f-a38c-048400a1bb80,4425485 NOVA SCOTIA LIMITED,VAC AUTO SALES,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2064,0,2,,,0,11,0,0,0,0,0,,0,0,0,0,0,0,0,0,469
3182,acabf7dd-2d72-4f66-9312-6bd8c9b56c6d,4093640 CANADA INC.,VOLVO LAVAL,131,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,143,24967,2748,0,1,0,1,73880,11,89,,,62,38,0,379,2,0,0,,963,841,716,3,4,2,0,0,731
3183,acabf7dd-2d72-4f66-9312-6bd8c9b56c6d,16141871 CANADA INC.,HONDA CENTRE-VILLE,508,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,125,24967,2748,0,0,0,1,73880,0,226,,,124,27,0,407,1,0,2,,685,615,526,4,1,3,4,0,678
3184,acabf7dd-2d72-4f66-9312-6bd8c9b56c6d,16141790 CANADA INC.,VOLVO MONT-ROYAL,263,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,300,24967,2748,0,1,1,1,73880,0,412,,,71,30,0,610,1,0,0,,767,716,499,2,3,6,3,0,989
3189,B947F6AE-469A-47AC-B6E3-1B60C14834E5,762197 N.B. INC.,FREDERICTON KIA,148,39,0,0,0,0,0,0,48,37,0,0,0,0,0,0,0,0,0,0,288,69,19063,924,0,1,0,2,1648,0,61,,,56,14,0,473,1,132,1,,449,412,298,4,0,178,1,1,3797
3190,505299af-3cf7-4057-aef1-3c40233e893c,Les Immeubles Serge Bourbeau,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5857,477,0,0,0,0,4688,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
